Gene	Accession	Chromosome	End	Start	Strand
Gm3285	ENSMUSG00000111915	10	77862882	77861975	+
1700009J07Rik	ENSMUSG00000096573	10	77896114	77893417	+
Cfap410	ENSMUSG00000020284	10	77986905	77978524	+
Dnmt3l	ENSMUSG00000000730	10	78063622	78041947	+
Icosl	ENSMUSG00000000732	10	78083913	78069302	+
Gm40709	ENSMUSG00000112641	10	78355709	78352474	+
Cstb	ENSMUSG00000005054	10	78427622	78425669	+
4921516A02Rik	ENSMUSG00000112652	10	78438847	78428271	+
Olfr1358	ENSMUSG00000107822	10	78520566	78517428	+
Ilvbl	ENSMUSG00000032763	10	78584502	78574346	+
Gm47459	ENSMUSG00000112674	10	78632624	78629554	+
Gm30400	ENSMUSG00000109776	10	78767585	78747130	+
Slc1a6	ENSMUSG00000005357	10	78814765	78780496	+
Olfr1355	ENSMUSG00000062873	10	78882266	78875540	+
Olfr1354	ENSMUSG00000094673	10	78920399	78913171	+
Olfr8	ENSMUSG00000094080	10	78958378	78950636	+
Olfr1353	ENSMUSG00000042774	10	78971338	78963309	+
Olfr1352	ENSMUSG00000046493	10	78987903	78981050	+
Olfr1351	ENSMUSG00000063216	10	79019645	79012472	+
Olfr57	ENSMUSG00000060205	10	79036274	79028741	+
Vmn2r80	ENSMUSG00000091888	10	79195012	79148769	+
Vmn2r81	ENSMUSG00000055515	10	79294535	79247692	+
Vmn2r82	ENSMUSG00000091468	10	79397849	79356520	+
Vmn2r83	ENSMUSG00000091381	10	79493585	79468731	+
Gm47163	ENSMUSG00000111977	10	79639520	79637856	+
Madcam1	ENSMUSG00000020310	10	79668537	79664559	+
Tpgs1	ENSMUSG00000020308	10	79676127	79669369	+
Cdc34	ENSMUSG00000020307	10	79688398	79682195	+
Gzmm	ENSMUSG00000054206	10	79695261	79689020	+
Bsg	ENSMUSG00000023175	10	79711969	79704491	+
Hcn2	ENSMUSG00000020331	10	79736108	79716634	+
Fgf22	ENSMUSG00000020327	10	79758596	79755076	+
Fstl3	ENSMUSG00000020325	10	79782630	79777272	+
Palm	ENSMUSG00000035863	10	79820896	79793572	+
Misp	ENSMUSG00000035852	10	79830490	79820989	+
Ptbp1	ENSMUSG00000006498	10	79864771	79854427	+
Prtn3	ENSMUSG00000057729	10	79883174	79874476	+
Elane	ENSMUSG00000020125	10	79888215	79886247	+
Cfd	ENSMUSG00000061780	10	79892655	79890853	+
Gm26602	ENSMUSG00000097854	10	79911140	79910856	+
Kiss1r	ENSMUSG00000035773	10	79922273	79916971	+
Arid3a	ENSMUSG00000019564	10	79955018	79927043	+
Wdr18	ENSMUSG00000035754	10	79970203	79960152	+
Grin3b	ENSMUSG00000035745	10	79977190	79970715	+
Cnn2	ENSMUSG00000004665	10	79996062	79988584	+
Abca7	ENSMUSG00000035722	10	80015572	79996494	+
Arhgap45	ENSMUSG00000035697	10	80031472	80016653	+
Gpx4	ENSMUSG00000075706	10	80056439	80047166	+
Stk11	ENSMUSG00000003068	10	80130682	80115803	+
Atp5d	ENSMUSG00000003072	10	80145818	80138632	+
Midn	ENSMUSG00000035621	10	80158368	80148272	+
Cirbp	ENSMUSG00000045193	10	80172786	80165985	+
1600002K03Rik	ENSMUSG00000035595	10	80175146	80172944	+
Efna2	ENSMUSG00000003070	10	80190010	80179482	+
Pwwp3a	ENSMUSG00000020156	10	80243903	80226434	+
Ndufs7	ENSMUSG00000020153	10	80256794	80249121	+
Dazap1	ENSMUSG00000069565	10	80288408	80261486	+
Rps15	ENSMUSG00000063457	10	80294114	80292453	+
Apc2	ENSMUSG00000020135	10	80318263	80295977	+
Reep6	ENSMUSG00000035504	10	80336441	80329953	+
Plk5	ENSMUSG00000035486	10	80365489	80356459	+
Gm15123	ENSMUSG00000087432	10	80372432	80371898	+
Gm15124	ENSMUSG00000085712	10	80373216	80371955	+
Onecut3	ENSMUSG00000045518	10	80517276	80494835	+
Scamp4	ENSMUSG00000113949	10	80615783	80602872	+
Adat3	ENSMUSG00000113640	10	80607654	80602880	+
Gm49322	ENSMUSG00000035370	10	80615784	80606021	+
Csnk1g2	ENSMUSG00000003345	10	80640749	80622838	+
Izumo4	ENSMUSG00000055862	10	80705373	80702184	+
Dot1l	ENSMUSG00000061589	10	80795461	80755206	+
Sf3a2	ENSMUSG00000020211	10	80804924	80798198	+
Amh	ENSMUSG00000035262	10	80807648	80805243	+
Oaz1	ENSMUSG00000035242	10	80829290	80826656	+
Sppl2b	ENSMUSG00000035206	10	80868708	80855275	+
Tmprss9	ENSMUSG00000059406	10	80899492	80871848	+
Gadd45b	ENSMUSG00000015312	10	80932204	80930073	+
Gm16099	ENSMUSG00000087114	10	81026567	81024811	+
Thop1	ENSMUSG00000004929	10	81082559	81070035	+
Map2k2	ENSMUSG00000035027	10	81133975	81105915	+
Zbtb7a	ENSMUSG00000035011	10	81152995	81135220	+
Eef2	ENSMUSG00000034994	10	81182498	81176631	+
Dapk3	ENSMUSG00000034974	10	81193197	81183005	+
Atcayos	ENSMUSG00000085779	10	81210877	81194609	+
Zfr2	ENSMUSG00000034949	10	81252123	81233155	+
Matk	ENSMUSG00000004933	10	81263365	81252935	+
Apba3	ENSMUSG00000004931	10	81273246	81266960	+
Pip5k1c	ENSMUSG00000034902	10	81319973	81292963	+
Cactin	ENSMUSG00000034889	10	81326242	81321103	+
Tbxa2r	ENSMUSG00000034881	10	81335172	81328731	+
Mfsd12	ENSMUSG00000034854	10	81366225	81357491	+
Dohh	ENSMUSG00000078440	10	81388352	81384428	+
Gm48552	ENSMUSG00000114004	10	81391267	81389005	+
Smim24	ENSMUSG00000078439	10	81395392	81393051	+
Gm16104	ENSMUSG00000085327	10	81411579	81409575	+
Gm16105	ENSMUSG00000084849	10	81462972	81461159	+
Gm47697	ENSMUSG00000112350	10	81526988	81525411	+
Tle5	ENSMUSG00000054452	10	81566362	81559488	+
Tle2	ENSMUSG00000034771	10	81590845	81574561	+
BC025920	ENSMUSG00000074862	10	81620703	81606270	+
Ankrd24	ENSMUSG00000054708	10	81647610	81628540	+
Gm10778	ENSMUSG00000096856	10	81667361	81649059	+
Zfp433	ENSMUSG00000096795	10	81726686	81704825	+
Gm4767	ENSMUSG00000094076	10	81826490	81812186	+
Gm32687	ENSMUSG00000112640	10	81881081	81863934	+
Zfp873	ENSMUSG00000061371	10	82064745	82048123	+
BC024063	ENSMUSG00000112160	10	82111216	82083353	+
AU041133	ENSMUSG00000078435	10	82153065	82128013	+
Gm15608	ENSMUSG00000112110	10	82201488	82178235	+
Gm4924	ENSMUSG00000073427	10	82422882	82354255	+
Tdg	ENSMUSG00000034674	10	82650799	82629828	+
Hcfc2	ENSMUSG00000020246	10	82742428	82696160	+
Gm47561	ENSMUSG00000112286	10	82777781	82771321	+
1700028I16Rik	ENSMUSG00000056821	10	82824242	82812123	+
Txnrd1	ENSMUSG00000020250	10	82897712	82833951	+
Eid3	ENSMUSG00000109864	10	82867930	82866626	+
Chst11	ENSMUSG00000034612	10	83195900	82985498	+
Gm40723	ENSMUSG00000112134	10	83351079	83344513	+
D10Wsu102e	ENSMUSG00000020255	10	83488505	83360221	+
Washc4	ENSMUSG00000034560	10	83596473	83543752	+
1500009L16Rik	ENSMUSG00000087651	10	83762762	83722865	+
Gm34113	ENSMUSG00000111524	10	84096249	84092266	+
Gm47962	ENSMUSG00000111583	10	84467009	84440826	+
4930463O16Rik	ENSMUSG00000020033	10	84497435	84488293	+
E230014E18Rik	ENSMUSG00000111514	10	84523270	84518045	+
Tcp11l2	ENSMUSG00000020034	10	84614359	84576626	+
Polr3b	ENSMUSG00000034453	10	84727178	84622292	+
Rfx4	ENSMUSG00000020037	10	84906538	84756062	+
Ric8b	ENSMUSG00000035620	10	85018337	84917616	+
Tmem263	ENSMUSG00000060935	10	85120618	85102627	+
Btbd11	ENSMUSG00000020042	10	85660292	85386814	+
Gm47358	ENSMUSG00000111435	10	85712368	85707680	+
Pwp1	ENSMUSG00000001785	10	85889096	85829494	+
Ascl4	ENSMUSG00000085111	10	85946206	85927681	+
Fbxo7	ENSMUSG00000001786	10	86051873	86021972	+
4930486F22Rik	ENSMUSG00000112493	10	86113586	86095859	+
Gm15990	ENSMUSG00000087256	10	86129854	86125827	+
Timp3	ENSMUSG00000020044	10	86349506	86300372	+
Gm48485	ENSMUSG00000112666	10	86671018	86657405	+
Ttc41	ENSMUSG00000044937	10	86776844	86705811	+
Nt5dc3	ENSMUSG00000054027	10	86838389	86779005	+
Gm16268	ENSMUSG00000089959	10	86874954	86839094	+
Gm16280	ENSMUSG00000089881	10	86910013	86908761	+
Gm16271	ENSMUSG00000089656	10	87028015	86972216	+
1700113H08Rik	ENSMUSG00000047129	10	87230589	87058045	+
4930555G07Rik	ENSMUSG00000112213	10	87297555	87230760	+
Pah	ENSMUSG00000020051	10	87584136	87521795	+
Igf1	ENSMUSG00000020053	10	87937042	87858265	+
Gm48306	ENSMUSG00000112183	10	87984220	87980462	+
Pmch	ENSMUSG00000035383	10	88092375	88091072	+
4921515L22Rik	ENSMUSG00000112406	10	88137531	88135919	+
Nup37	ENSMUSG00000035351	10	88178390	88146992	+
Washc3	ENSMUSG00000020056	10	88246158	88201093	+
Gnptab	ENSMUSG00000035311	10	88447329	88379132	+
Sycp3	ENSMUSG00000020059	10	88473236	88459569	+
Arl1	ENSMUSG00000060904	10	88744094	88730858	+
Slc5a8	ENSMUSG00000020062	10	88929515	88885992	+
1500026H17Rik	ENSMUSG00000097383	10	89700866	89686371	+
Uhrf1bp1l	ENSMUSG00000019951	10	89819871	89744991	+
Anks1b	ENSMUSG00000058589	10	90973300	89873509	+
Gm47591	ENSMUSG00000112153	10	90736330	90728960	+
Ikbip	ENSMUSG00000019975	10	91102607	91082940	+
Gm47082	ENSMUSG00000111525	10	91312450	91310345	+
Gm31592	ENSMUSG00000111657	10	91953580	91888829	+
4930401A07Rik	ENSMUSG00000110794	10	92417495	92401014	+
Gm31822	ENSMUSG00000111470	10	92651734	92644091	+
Gm32468	ENSMUSG00000111013	10	93093727	93084206	+
Cdk17	ENSMUSG00000020015	10	93267071	93160875	+
Gm32688	ENSMUSG00000111531	10	93322725	93317403	+
Gm17745	ENSMUSG00000110647	10	93348877	93335393	+
Lta4h	ENSMUSG00000015889	10	93484875	93453411	+
Hal	ENSMUSG00000020017	10	93519304	93488768	+
Ccdc38	ENSMUSG00000036168	10	93584327	93540632	+
4933408J17Rik	ENSMUSG00000097407	10	93605245	93589413	+
Gm47156	ENSMUSG00000111366	10	93634323	93618862	+
Ntn4	ENSMUSG00000020019	10	93747207	93640681	+
Usp44	ENSMUSG00000020020	10	93858088	93831555	+
4930471D02Rik	ENSMUSG00000097689	10	93901956	93897158	+
Fgd6	ENSMUSG00000020021	10	94145339	94036001	+
Nr2c1	ENSMUSG00000005897	10	94197211	94148023	+
Ndufa12	ENSMUSG00000020022	10	94221443	94198720	+
Tmcc3	ENSMUSG00000020023	10	94590956	94311949	+
Gm16155	ENSMUSG00000085409	10	94410732	94408891	+
Gm48657	ENSMUSG00000112477	10	94648657	94620540	+
Cep83	ENSMUSG00000020024	10	94790853	94688654	+
Gm48882	ENSMUSG00000112593	10	95324358	95318247	+
2310039L15Rik	ENSMUSG00000100550	10	95366202	95336276	+
5730420D15Rik	ENSMUSG00000097766	10	95428640	95417375	+
Ube2n	ENSMUSG00000074781	10	95545657	95515145	+
Gm47667	ENSMUSG00000112538	10	95636425	95634483	+
Gm47708	ENSMUSG00000112188	10	95739356	95730183	+
4732465J04Rik	ENSMUSG00000101517	10	95797236	95746077	+
Gm47719	ENSMUSG00000112599	10	95849118	95817570	+
Gm47725	ENSMUSG00000112400	10	95897257	95893443	+
Eea1	ENSMUSG00000036499	10	96045518	95940650	+
Gm5426	ENSMUSG00000096486	10	96136914	96136603	+
4930459C07Rik	ENSMUSG00000112762	10	96248866	96226020	+
Gm48427	ENSMUSG00000112234	10	96320725	96309345	+
Gm33782	ENSMUSG00000112290	10	96362367	96310131	+
Btg1	ENSMUSG00000036478	10	96622809	96617006	+
Gm48521	ENSMUSG00000111912	10	96884708	96801039	+
4930556N09Rik	ENSMUSG00000111924	10	97061059	97035768	+
Dcn	ENSMUSG00000019929	10	97518143	97479609	+
Lum	ENSMUSG00000036446	10	97572703	97565128	+
Kera	ENSMUSG00000019932	10	97613692	97606879	+
Epyc	ENSMUSG00000019936	10	97682454	97644068	+
Ccer1	ENSMUSG00000047025	10	97694923	97693059	+
4930525C09Rik	ENSMUSG00000112497	10	97753702	97714772	+
Gm34297	ENSMUSG00000112874	10	98569836	98537478	+
Atp2b1	ENSMUSG00000019943	10	99026143	98914406	+
Poc1b	ENSMUSG00000019952	10	99198074	99107036	+
Galnt4	ENSMUSG00000090035	10	99113247	99108159	+
Gm34777	ENSMUSG00000111923	10	99243062	99233117	+
Dusp6	ENSMUSG00000019960	10	99267489	99263231	+
Gm48089	ENSMUSG00000112544	10	99279084	99267896	+
B530045E10Rik	ENSMUSG00000044633	10	99423047	99298888	+
Gm34983	ENSMUSG00000112265	10	99488610	99459689	+
Gm20110	ENSMUSG00000111962	10	99658134	99609171	+
Gm35101	ENSMUSG00000112810	10	99675623	99669514	+
Gm47578	ENSMUSG00000113032	10	99891158	99719143	+
Gm35206	ENSMUSG00000112304	10	99830562	99759506	+
Kitl	ENSMUSG00000019966	10	100100416	100015630	+
Gm4301	ENSMUSG00000094314	10	100336589	100335676	+
Gm4302	ENSMUSG00000091101	10	100341762	100340836	+
Gm4303	ENSMUSG00000112931	10	100346881	100345972	+
Gm4305	ENSMUSG00000112856	10	100352002	100351093	+
Gm4307	ENSMUSG00000096744	10	100362247	100361338	+
Cep290	ENSMUSG00000019971	10	100574840	100487558	+
Gm47956	ENSMUSG00000112000	10	100583711	100577426	+
1700017N19Rik	ENSMUSG00000056912	10	100618401	100590484	+
Mgat4c	ENSMUSG00000019888	10	102391469	101681487	+
Gm47031	ENSMUSG00000112342	10	102321894	102319613	+
Gm47033	ENSMUSG00000111990	10	102418014	102415883	+
Gm47101	ENSMUSG00000112073	10	102435543	102435269	+
Rassf9	ENSMUSG00000044921	10	102549736	102512222	+
Gm47143	ENSMUSG00000112845	10	102694569	102683265	+
Slc6a15	ENSMUSG00000019894	10	103419377	103367783	+
Gm47223	ENSMUSG00000112636	10	103566565	103507362	+
Gm47221	ENSMUSG00000112319	10	103571685	103512928	+
Gm47226	ENSMUSG00000112281	10	103987906	103986993	+
Gm21293	ENSMUSG00000091779	10	104153674	104142987	+
Gm6763	ENSMUSG00000097427	10	104153965	104151497	+
Gm8764	ENSMUSG00000097878	10	104162473	104160006	+
Gm21304	ENSMUSG00000097550	10	104170983	104168515	+
Gm21312	ENSMUSG00000094144	10	104179491	104177024	+
Gm20765	ENSMUSG00000095022	10	104188000	104185533	+
Gm4340	ENSMUSG00000090854	10	104196522	104194042	+
Gm15663	ENSMUSG00000085282	10	105583874	105573953	+
Ccdc59	ENSMUSG00000019897	10	105847833	105841067	+
Ppfia2	ENSMUSG00000053825	10	106935952	106470339	+
Lin7a	ENSMUSG00000019906	10	107421474	107271686	+
Gm29685	ENSMUSG00000112910	10	107977834	107946645	+
Ppp1r12a	ENSMUSG00000019907	10	108284475	108162193	+
Pawr	ENSMUSG00000035873	10	108414240	108332121	+
Gm36283	ENSMUSG00000112532	10	108453297	108417251	+
9230102K24Rik	ENSMUSG00000112398	10	110615961	110596266	+
E2f7	ENSMUSG00000020185	10	110787384	110745439	+
Csrp2	ENSMUSG00000020186	10	110939622	110919789	+
Osbpl8	ENSMUSG00000020189	10	111297249	111164752	+
Bbs10	ENSMUSG00000035759	10	111301727	111298679	+
Gm40761	ENSMUSG00000112246	10	111347185	111337124	+
Nap1l1	ENSMUSG00000058799	10	111498150	111473223	+
Phlda1	ENSMUSG00000020205	10	111508645	111506286	+
Gm30262	ENSMUSG00000112249	10	111611338	111599177	+
Gm30624	ENSMUSG00000112430	10	111843048	111725184	+
Krr1	ENSMUSG00000063334	10	111988432	111972664	+
Glipr1l1	ENSMUSG00000020213	10	112078510	112060189	+
Glipr1l2	ENSMUSG00000020214	10	112108098	112083354	+
Caps2	ENSMUSG00000035694	10	112216555	112163621	+
Kcnc2	ENSMUSG00000035681	10	112467024	112271121	+
1700010J16Rik	ENSMUSG00000100314	10	112785602	112726888	+
Gm3942	ENSMUSG00000112722	10	112845385	112837752	+
Gm47524	ENSMUSG00000112228	10	113117926	113113389	+
Gm47532	ENSMUSG00000112767	10	113446080	113424184	+
4930473D10Rik	ENSMUSG00000089934	10	114785104	114757747	+
Gm15723	ENSMUSG00000084865	10	114816831	114801726	+
Gm31182	ENSMUSG00000111883	10	114885131	114875007	+
Gm31267	ENSMUSG00000112016	10	114952835	114947931	+
Zfc3h1	ENSMUSG00000034163	10	115432772	115384959	+
A930009A15Rik	ENSMUSG00000092210	10	115582448	115569986	+
Tspan8	ENSMUSG00000034127	10	115849893	115816832	+
Ptprr	ENSMUSG00000020151	10	116274932	116018213	+
Ptprb	ENSMUSG00000020154	10	116389535	116275523	+
Kcnmb4os1	ENSMUSG00000020164	10	116421237	116418052	+
Kcnmb4os2	ENSMUSG00000085837	10	116475319	116473163	+
5330438D12Rik	ENSMUSG00000052291	10	116583515	116509052	+
Gm26579	ENSMUSG00000097104	10	116679303	116674591	+
4930579P08Rik	ENSMUSG00000112924	10	116739760	116729253	+
4933412E12Rik	ENSMUSG00000112627	10	116963279	116949757	+
D630029K05Rik	ENSMUSG00000031294	10	116969105	116964707	+
Best3	ENSMUSG00000020169	10	117025040	116986314	+
Gm10747	ENSMUSG00000112242	10	117045101	117043746	+
Lrrc10	ENSMUSG00000060187	10	117046768	117045341	+
4930423D24Rik	ENSMUSG00000112753	10	117181112	117177303	+
Gm48772	ENSMUSG00000112462	10	117224952	117224589	+
Gm48903	ENSMUSG00000112728	10	117398587	117390022	+
Gm32235	ENSMUSG00000112399	10	117560423	117559099	+
Gm32365	ENSMUSG00000112476	10	117617102	117614405	+
Cpm	ENSMUSG00000020183	10	117687352	117629500	+
Gm40773	ENSMUSG00000112458	10	117868075	117864670	+
4933411E08Rik	ENSMUSG00000112500	10	117948292	117925459	+
5330439M10Rik	ENSMUSG00000112470	10	118124094	118112517	+
Mdm1	ENSMUSG00000020212	10	118168997	118141811	+
Il22	ENSMUSG00000074695	10	118210047	118204942	+
Gm32802	ENSMUSG00000112252	10	118261096	118258688	+
Ifng	ENSMUSG00000055170	10	118445892	118441046	+
1700064J06Rik	ENSMUSG00000100681	10	119103107	119092905	+
Gm47480	ENSMUSG00000112609	10	119122966	119111624	+
4930477N07Rik	ENSMUSG00000112155	10	119331862	119320234	+
1700025F24Rik	ENSMUSG00000100558	10	119426864	119413444	+
Grip1	ENSMUSG00000034813	10	120087261	119453830	+
Gm47009	ENSMUSG00000112894	10	120170345	120168649	+
Tmbim4	ENSMUSG00000020225	10	120224917	120201590	+
Llph	ENSMUSG00000020224	10	120232582	120227070	+
1700006J14Rik	ENSMUSG00000034764	10	120384336	120364157	+
9230105E05Rik	ENSMUSG00000090191	10	120392793	120389523	+
4921513I03Rik	ENSMUSG00000044544	10	120778886	120765732	+
Gm15961	ENSMUSG00000086444	10	120801794	120800677	+
Gm15910	ENSMUSG00000087480	10	120863326	120857629	+
Gm4473	ENSMUSG00000086522	10	120901888	120899157	+
Wif1	ENSMUSG00000020218	10	121100650	121033960	+
Gm35404	ENSMUSG00000112871	10	121243843	121243002	+
Gm48435	ENSMUSG00000112014	10	121351644	121350460	+
Gns	ENSMUSG00000034707	10	121397249	121365090	+
Gm40787	ENSMUSG00000112539	10	121490147	121488986	+
Gm46204	ENSMUSG00000111926	10	121505976	121505351	+
Gm35696	ENSMUSG00000112527	10	121526101	121506623	+
D930020B18Rik	ENSMUSG00000047642	10	121693915	121641588	+
BC048403	ENSMUSG00000053684	10	121752878	121739937	+
Gm4489	ENSMUSG00000111952	10	122130558	122119700	+
Gm36041	ENSMUSG00000112774	10	122435033	122386892	+
Avpr1a	ENSMUSG00000020123	10	122453452	122448499	+
Ppm1h	ENSMUSG00000034613	10	122945795	122678762	+
Gm4129	ENSMUSG00000112294	10	123199418	123196695	+
Tafa2	ENSMUSG00000044071	10	123741204	123263996	+
Gm36719	ENSMUSG00000112283	10	125019801	124995983	+
Gm45604	ENSMUSG00000109803	10	125310679	125308912	+
Lrig3	ENSMUSG00000020105	10	126015359	125966168	+
1700021G15Rik	ENSMUSG00000112387	10	126257218	126255117	+
1700025K04Rik	ENSMUSG00000112482	10	126375062	126371975	+
Gm40797	ENSMUSG00000112208	10	126674452	126663998	+
Gm49335	ENSMUSG00000112035	10	126960997	126958023	+
Gm47972	ENSMUSG00000112761	10	126962750	126962323	+
Ctdsp2	ENSMUSG00000078429	10	126999975	126978717	+
Avil	ENSMUSG00000025432	10	127020994	127000709	+
Mettl1	ENSMUSG00000006732	10	127046365	127041414	+
Cyp27b1	ENSMUSG00000006724	10	127053006	127048250	+
Cdk4	ENSMUSG00000006728	10	127067920	127063534	+
A730063M14Rik	ENSMUSG00000112639	10	127074796	127070375	+
Agap2	ENSMUSG00000025422	10	127093169	127075284	+
B4galnt1	ENSMUSG00000006731	10	127172330	127165225	+
F420014N23Rik	ENSMUSG00000097331	10	127202643	127195249	+
Dctn2	ENSMUSG00000025410	10	127281950	127266368	+
Gm20492	ENSMUSG00000092593	10	127289681	127288514	+
Ddit3	ENSMUSG00000025408	10	127296288	127290774	+
Ddit3	ENSMUSG00000116429	10	127293753	127290829	+
Arhgap9	ENSMUSG00000040345	10	127329943	127321964	+
Gm47200	ENSMUSG00000112426	10	127370406	127332391	+
R3hdm2	ENSMUSG00000025404	10	127499384	127380327	+
Stac3	ENSMUSG00000040287	10	127508823	127501686	+
Ndufa4l2	ENSMUSG00000040280	10	127517154	127514967	+
Gm16217	ENSMUSG00000086499	10	127597870	127596548	+
Stat6	ENSMUSG00000002147	10	127660957	127642986	+
Gm16229	ENSMUSG00000085731	10	127665484	127663839	+
Nemp1	ENSMUSG00000040195	10	127701049	127666901	+
Myo1a	ENSMUSG00000025401	10	127720940	127705170	+
Tac2	ENSMUSG00000025400	10	127731768	127724478	+
Zbtb39	ENSMUSG00000044617	10	127747349	127739538	+
Rdh1	ENSMUSG00000089789	10	127768297	127759721	+
Rdh9	ENSMUSG00000056148	10	127792697	127776386	+
Rdh16	ENSMUSG00000069456	10	127846565	127801152	+
Rdh19	ENSMUSG00000054052	10	127861176	127849928	+
Rdh16f2	ENSMUSG00000074639	10	127877317	127866474	+
Sdr9c7	ENSMUSG00000040127	10	127911761	127898518	+
Prim1	ENSMUSG00000025395	10	128030037	128015168	+
Naca	ENSMUSG00000061315	10	128048637	128035575	+
Ptges3	ENSMUSG00000071072	10	128077272	128058954	+
Atp5b	ENSMUSG00000025393	10	128090391	128083273	+
Baz2a	ENSMUSG00000040054	10	128129303	128091577	+
Gls2	ENSMUSG00000044005	10	128210004	128194457	+
AC135859.1	ENSMUSG00000118550	10	128197594	128196071	+
Mip	ENSMUSG00000025389	10	128231812	128225838	+
Timeless	ENSMUSG00000039994	10	128252941	128232065	+
Apon	ENSMUSG00000051716	10	128255896	128254096	+
Apof	ENSMUSG00000047631	10	128270153	128267997	+
Stat2	ENSMUSG00000040033	10	128292849	128270559	+
Pan2	ENSMUSG00000005682	10	128321358	128303335	+
Cnpy2	ENSMUSG00000025381	10	128327553	128322459	+
Cs	ENSMUSG00000005683	10	128362479	128337734	+
Ankrd52	ENSMUSG00000014498	10	128408704	128377115	+
Rnf41	ENSMUSG00000025373	10	128441441	128411657	+
Smarcc2	ENSMUSG00000025369	10	128490482	128459248	+
Gm29585	ENSMUSG00000100548	10	128545359	128522263	+
Gm47540	ENSMUSG00000111936	10	128598623	128595615	+
Gm26876	ENSMUSG00000097372	10	128649811	128645884	+
Pmel	ENSMUSG00000025359	10	128720238	128704195	+
Pym1	ENSMUSG00000064030	10	128766564	128747889	+
Mmp19	ENSMUSG00000025355	10	128800824	128790910	+
Dnajc14	ENSMUSG00000025354	10	128819446	128804062	+
Sarnp	ENSMUSG00000078427	10	128877629	128817333	+
Cd63	ENSMUSG00000025351	10	128912822	128900989	+
Itga7	ENSMUSG00000025348	10	128958282	128933818	+
9030616G12Rik	ENSMUSG00000097691	10	128978115	128971197	+
Olfr9	ENSMUSG00000069430	10	128992102	128989431	+
Olfr763	ENSMUSG00000063374	10	129013313	129010791	+
Olfr774	ENSMUSG00000096229	10	129239403	129236204	+
Olfr775	ENSMUSG00000096220	10	129253924	129248412	+
Olfr776	ENSMUSG00000095483	10	129264298	129259127	+
Olfr780	ENSMUSG00000049573	10	129324141	129318117	+
Olfr781	ENSMUSG00000095138	10	129333844	129328854	+
Olfr782	ENSMUSG00000095075	10	129352144	129348850	+
Olfr784	ENSMUSG00000094347	10	129390198	129384083	+
Olfr785	ENSMUSG00000111732	10	129411193	129405426	+
Olfr786	ENSMUSG00000095696	10	129439080	129427306	+
Olfr787	ENSMUSG00000096497	10	129467485	129461862	+
Olfr788	ENSMUSG00000049217	10	129476618	129470998	+
Olfr789	ENSMUSG00000111273	10	129490542	129484752	+
Olfr790	ENSMUSG00000044025	10	129503342	129498492	+
Olfr791	ENSMUSG00000047626	10	129528353	129521792	+
Olfr792	ENSMUSG00000094496	10	129542534	129539162	+
Olfr794	ENSMUSG00000044293	10	129573110	129567655	+
Olfr799	ENSMUSG00000094734	10	129648326	129637484	+
Olfr800	ENSMUSG00000108114	10	129662074	129657694	+
Olfr804	ENSMUSG00000095401	10	129710018	129703210	+
Olfr808	ENSMUSG00000049894	10	129771713	129765482	+
Olfr809	ENSMUSG00000050251	10	129778937	129774638	+
Olfr813	ENSMUSG00000052818	10	129858722	129855367	+
Olfr820	ENSMUSG00000048745	10	130021286	130012621	+
Olfr821	ENSMUSG00000044897	10	130035071	130030348	+
Olfr822	ENSMUSG00000058251	10	130076909	130071210	+
Tespa1	ENSMUSG00000034833	10	130364111	130322870	+
Gm31793	ENSMUSG00000112742	10	130571793	130542347	+
Sfi1	ENSMUSG00000023764	11	3193463	3131850	-
Drg1	ENSMUSG00000020457	11	3266415	3187360	-
Gm12735	ENSMUSG00000086049	11	3194263	3193516	-
Gm12592	ENSMUSG00000053263	11	3331178	3305426	-
